20180527005600	-390.00	0.00	0.00	0.00
20180527005601	-390.00	0.00	0.00	0.00
20180527005602	-390.00	0.00	0.00	0.00
20180527005603	-390.00	0.00	0.00	0.00
20180527005604	-390.00	0.00	0.00	0.00
20180527005605	-390.00	0.00	0.00	0.00
20180527005606	-390.00	0.00	0.00	0.00
20180527005607	-390.00	0.00	0.00	0.00
20180527005608	-350.00	0.00	0.00	0.00
20180527005609	-350.00	0.00	0.00	0.00
20180527005610	-350.00	0.00	0.00	0.00
20180527005611	-350.00	0.00	0.00	0.00
20180527005612	-350.00	0.00	0.00	0.00
20180527005613	-350.00	0.00	0.00	0.00
20180527005614	-350.00	0.00	0.00	0.00
20180527005615	-350.00	0.00	0.00	0.00
20180527005616	-350.00	0.00	0.00	0.00
20180527005617	-350.00	0.00	0.00	0.00
20180527005618	-350.00	0.00	0.00	0.00
20180527005619	-350.00	0.00	0.00	0.00
20180527005620	-350.00	0.00	0.00	0.00
20180527005621	-350.00	0.00	0.00	0.00
20180527005622	-350.00	0.00	0.00	0.00
20180527005623	-350.00	0.00	0.00	0.00
20180527005624	-350.00	0.00	0.00	0.00
20180527005625	-350.00	0.00	0.00	0.00
20180527005626	-350.00	0.00	0.00	0.00
20180527005627	-350.00	0.00	0.00	0.00
20180527005628	-350.00	0.00	0.00	0.00
20180527005629	-350.00	0.00	0.00	0.00
20180527005630	-350.00	0.00	0.00	0.00
20180527005631	-350.00	0.00	0.00	0.00
20180527005632	-350.00	0.00	0.00	0.00
20180527005633	-350.00	0.00	0.00	0.00
20180527005634	-350.00	0.00	0.00	0.00
20180527005635	-350.00	0.00	0.00	0.00
20180527005636	-350.00	0.00	0.00	0.00
20180527005637	-350.00	0.00	0.00	0.00
20180527005638	-350.00	0.00	0.00	0.00
20180527005639	-350.00	0.00	0.00	0.00
20180527005640	-350.00	0.00	0.00	0.00
20180527005641	-350.00	0.00	0.00	0.00
20180527005642	-350.00	0.00	0.00	0.00
20180527005643	-350.00	0.00	0.00	0.00
20180527005644	-350.00	0.00	0.00	0.00
20180527005645	-350.00	0.00	0.00	0.00
20180527005646	-350.00	0.00	0.00	0.00
20180527005647	-350.00	0.00	0.00	0.00
20180527005648	-350.00	0.00	0.00	0.00
20180527005649	-340.00	0.00	0.00	0.00
20180527005650	-340.00	0.00	0.00	0.00
20180527005651	-350.00	0.00	0.00	0.00
20180527005652	-350.00	0.00	0.00	0.00
