20180527202218	0.00	0.00	0.00	0.00
20180527202219	0.00	0.00	0.00	0.00
20180527202220	0.00	0.00	0.00	0.00
20180527202221	0.00	0.00	0.00	0.00
20180527202222	0.00	0.00	0.00	0.00
20180527202223	0.00	0.00	0.00	0.00
20180527202224	0.00	0.00	0.00	0.00
20180527202225	0.00	0.00	0.00	0.00
20180527202226	-420.00	0.00	0.00	0.00
20180527202227	-420.00	0.00	0.00	0.00
20180527202228	-420.00	0.00	0.00	0.00
20180527202229	-420.00	0.00	0.00	0.00
20180527202230	-420.00	0.00	0.00	0.00
20180527202231	-420.00	0.00	0.00	0.00
20180527202232	-420.00	0.00	0.00	0.00
20180527202233	-420.00	0.00	0.00	0.00
20180527202234	-420.00	0.00	0.00	0.00
20180527202235	-410.00	0.00	0.00	0.00
20180527202236	-410.00	0.00	0.00	0.00
20180527202237	-420.00	0.00	0.00	0.00
20180527202238	-420.00	0.00	0.00	0.00
20180527202239	-420.00	0.00	0.00	0.00
20180527202240	-420.00	0.00	0.00	0.00
20180527202241	-420.00	0.00	0.00	0.00
20180527202242	-420.00	0.00	0.00	0.00
20180527202243	-420.00	0.00	0.00	0.00
20180527202244	-420.00	0.00	0.00	0.00
20180527202245	-420.00	0.00	0.00	0.00
20180527202246	-420.00	0.00	0.00	0.00
20180527202247	-420.00	0.00	0.00	0.00
20180527202248	-420.00	0.00	0.00	0.00
20180527202249	-420.00	0.00	0.00	0.00
20180527202250	-420.00	0.00	0.00	0.00
20180527202251	-420.00	0.00	0.00	0.00
20180527202252	-420.00	0.00	0.00	0.00
20180527202253	-420.00	0.00	0.00	0.00
20180527202254	-420.00	0.00	0.00	0.00
20180527202255	-420.00	0.00	0.00	0.00
20180527202256	-420.00	0.00	0.00	0.00
20180527202257	-420.00	0.00	0.00	0.00
20180527202258	-420.00	0.00	0.00	0.00
20180527202259	-420.00	0.00	0.00	0.00
20180527202300	-410.00	0.00	0.00	0.00
20180527202301	-410.00	0.00	0.00	0.00
20180527202302	-420.00	0.00	0.00	0.00
20180527202303	-420.00	0.00	0.00	0.00
20180527202304	-420.00	0.00	0.00	0.00
20180527202305	-420.00	0.00	0.00	0.00
20180527202306	-420.00	0.00	0.00	0.00
