20180517130443	650.00	2.10	0.00	1690.00
20180517130444	650.00	2.10	0.00	1690.00
20180517130445	650.00	2.10	0.00	1690.00
20180517130446	650.00	2.10	0.00	1690.00
20180517130447	650.00	2.10	0.00	1690.00
20180517130448	650.00	2.10	0.00	1690.00
20180517130449	640.00	2.10	0.00	1690.00
20180517130450	640.00	2.10	0.00	1690.00
20180517130451	650.00	2.10	0.00	1690.00
20180517130452	650.00	2.10	0.00	1690.00
20180517130453	650.00	2.10	0.00	1690.00
20180517130454	650.00	2.10	0.00	1690.00
20180517130455	640.00	2.10	0.00	1690.00
20180517130456	640.00	2.10	0.00	1690.00
20180517130457	640.00	2.10	0.00	1690.00
20180517130458	650.00	2.10	0.00	1690.00
20180517130459	650.00	2.10	0.00	1690.00
20180517130500	640.00	2.10	0.00	1690.00
20180517130501	640.00	2.10	0.00	1690.00
20180517130502	640.00	2.10	0.00	1690.00
20180517130503	640.00	2.10	0.00	1690.00
20180517130504	650.00	2.10	0.00	1690.00
20180517130505	650.00	2.10	0.00	1690.00
20180517130506	650.00	2.10	0.00	1690.00
20180517130507	650.00	2.10	0.00	1690.00
20180517130508	640.00	2.10	0.00	1690.00
20180517130509	640.00	2.10	0.00	1690.00
20180517130510	640.00	2.10	0.00	1690.00
20180517130511	650.00	2.10	0.00	1690.00
20180517130512	650.00	2.10	0.00	1690.00
20180517130513	480.00	2.10	0.00	1690.00
20180517130514	480.00	2.10	0.00	1690.00
20180517130515	370.00	2.10	0.00	1690.00
20180517130516	370.00	2.10	0.00	1690.00
20180517130517	310.00	2.10	0.00	1690.00
20180517130518	310.00	2.10	0.00	1690.00
20180517130519	290.00	2.10	0.00	1690.00
20180517130520	290.00	2.10	0.00	1690.00
20180517130521	290.00	2.10	0.00	1690.00
20180517130522	290.00	2.10	0.00	1690.00
20180517130523	290.00	2.10	0.00	1690.00
20180517130524	290.00	2.10	0.00	1690.00
20180517130525	290.00	2.10	0.00	1690.00
20180517130526	290.00	2.10	0.00	1690.00
20180517130527	290.00	2.10	0.00	1690.00
20180517130528	290.00	2.10	0.00	1690.00
20180517130529	300.00	2.10	0.00	1690.00
20180517130530	300.00	2.10	0.00	1690.00
20180517130531	300.00	2.10	0.00	1690.00
20180517130532	290.00	2.10	0.00	1690.00
20180517130533	290.00	2.10	0.00	1690.00
20180517130534	290.00	2.10	0.00	1690.00
20180517130535	290.00	2.10	0.00	1690.00
20180517130536	290.00	2.10	0.00	1690.00
20180517130537	290.00	2.10	0.00	1690.00
20180517130538	290.00	2.10	0.00	1690.00
20180517130539	290.00	2.10	0.00	1690.00
20180517130540	290.00	2.10	0.00	1690.00
20180517130541	290.00	2.10	0.00	1690.00
20180517130542	290.00	2.10	0.00	1690.00
20180517130543	300.00	2.10	0.00	1690.00
20180517130544	300.00	2.10	0.00	1690.00
20180517130545	300.00	2.10	0.00	1690.00
20180517130546	300.00	2.10	0.00	1690.00
20180517130547	290.00	2.10	0.00	1690.00
20180517130548	290.00	2.10	0.00	1690.00
20180517130549	290.00	2.10	0.00	1690.00
20180517130550	290.00	2.10	0.00	1690.00
20180517130551	290.00	2.10	0.00	1690.00
20180517130552	290.00	2.10	0.00	1690.00
20180517130553	290.00	2.10	0.00	1690.00
20180517130554	290.00	2.10	0.00	1690.00
20180517130555	290.00	2.10	0.00	1690.00
20180517130556	290.00	2.10	0.00	1690.00
20180517130557	290.00	2.10	0.00	1690.00
20180517130558	290.00	2.10	0.00	1690.00
20180517130559	290.00	2.10	0.00	1690.00
20180517130600	290.00	2.10	0.00	1690.00
20180517130601	290.00	2.10	0.00	1690.00
20180517130602	290.00	2.10	0.00	1690.00
20180517130603	290.00	2.10	0.00	1690.00
20180517130604	300.00	2.10	0.00	1690.00
20180517130605	300.00	2.10	0.00	1690.00
20180517130606	290.00	2.10	0.00	1690.00
20180517130607	290.00	2.10	0.00	1690.00
20180517130608	290.00	2.10	0.00	1690.00
20180517130609	290.00	2.10	0.00	1690.00
20180517130610	290.00	2.10	0.00	1690.00
20180517130611	290.00	2.10	0.00	1690.00
20180517130612	290.00	2.10	0.00	1690.00
20180517130613	290.00	2.10	0.00	1690.00
20180517130614	290.00	2.10	0.00	1690.00
20180517130615	300.00	2.10	0.00	1690.00
20180517130616	300.00	2.10	0.00	1690.00
20180517130617	290.00	2.10	0.00	1690.00
20180517130618	290.00	2.10	0.00	1690.00
20180517130619	770.00	2.10	0.00	1690.00
20180517130620	770.00	2.10	0.00	1690.00
20180517130621	2060.00	2.10	0.00	1690.00
20180517130622	2060.00	2.10	0.00	1690.00
20180517130623	2060.00	2.10	0.00	1690.00
20180517130624	2190.00	2.10	0.00	1690.00
20180517130625	2190.00	2.10	0.00	1690.00
20180517130626	2040.00	2.10	0.00	1690.00
20180517130627	2040.00	2.10	0.00	1690.00
20180517130628	1850.00	2.10	0.00	1690.00
20180517130629	1850.00	2.10	0.00	1690.00
20180517130630	1680.00	2.10	0.00	1690.00
20180517130631	1680.00	2.10	0.00	1690.00
20180517130632	1570.00	2.10	0.00	1690.00
20180517130633	1570.00	2.10	0.00	1690.00
20180517130634	1430.00	2.10	0.00	1690.00
20180517130635	1430.00	2.10	0.00	1690.00
20180517130636	1430.00	2.10	0.00	1690.00
20180517130637	1300.00	2.10	0.00	1690.00
20180517130638	1300.00	2.10	0.00	1690.00
20180517130639	1160.00	2.10	0.00	1690.00
20180517130640	1160.00	2.10	0.00	1690.00
20180517130641	1080.00	2.10	0.00	1690.00
20180517130642	1080.00	2.10	0.00	1690.00
20180517130643	1000.00	2.10	0.00	1690.00
