20171110175823	0.50	761.00	-13.04
20171110175824	0.50	761.00	-13.04
20171110175826	0.50	761.00	-13.04
20171110175827	0.50	761.00	-13.05
20171110175828	0.50	761.00	-13.05
20171110175829	0.50	761.00	-13.05
20171110175830	0.60	761.00	-13.01
20171110175831	0.60	761.10	-13.01
20171110175832	0.50	761.10	-13.00
20171110175833	0.50	761.20	-13.00
20171110175834	0.60	761.20	-13.01
20171110175835	0.60	761.20	-13.01
20171110175838	0.50	761.30	-13.01
20171110175839	0.60	761.30	-13.00
20171110175840	0.60	761.20	-13.00
20171110175841	0.60	761.20	-13.01
20171110175842	0.60	761.20	-13.00
20171110175847	0.50	761.20	-13.00
20171110175848	0.50	761.20	-13.00
20171110175849	0.50	761.20	-13.00
20171110175850	0.60	761.20	-13.01
20171110175851	0.60	761.20	-13.01
20171110175852	0.60	761.20	-13.01
20171110175853	0.50	761.20	-13.01
20171110175854	0.50	761.20	-13.01
20171110175855	0.50	761.20	-13.01
20171110175856	0.60	761.20	-13.00
20171110175857	0.60	761.10	-13.00
20171110175858	0.60	761.10	-13.00
20171110175859	0.60	761.10	-13.00
20171110175900	0.60	761.20	-13.00
20171110175901	0.60	761.20	-13.00
20171110175902	0.50	761.20	-13.00
20171110175907	0.50	761.20	-13.00
20171110175908	0.60	761.20	-13.00
20171110175909	0.60	761.20	-13.01
20171110175910	0.50	761.20	-13.01
20171110175911	0.50	761.20	-12.99
20171110175912	0.60	761.20	-12.99
20171110175914	0.60	761.20	-13.00
20171110175915	0.60	761.20	-13.00
20171110175916	0.60	761.20	-13.01
20171110175917	0.50	761.20	-13.01
20171110175918	0.50	761.20	-13.01
20171110175919	0.60	761.20	-13.01
20171110175920	0.60	761.20	-13.01
20171110175921	0.60	761.10	-13.01
20171110175947	0.60	761.10	-13.01
20171110175948	0.60	761.30	-13.01
20171110175949	0.60	761.30	-13.00
20171110175950	0.50	761.30	-13.00
20171110175951	0.50	761.20	-13.00
20171110175952	0.60	761.20	-13.01
20171110175953	0.60	761.10	-13.01
20171110175954	0.60	761.10	-13.00
20171110175955	0.60	761.20	-13.00
20171110175956	0.60	761.20	-13.00
20171110175957	0.60	761.20	-13.00
20171110175958	0.60	761.20	-13.00
20171110175959	0.60	761.10	-13.00
20171110180000	0.50	761.10	-13.00
20171110180001	0.50	761.20	-13.00
20171110180002	0.50	761.20	-13.01
20171110180003	0.60	761.20	-13.01
20171110180004	0.60	761.20	-13.01
20171110180005	0.60	761.20	-13.01
20171110180006	0.60	761.20	-13.01
20171110180007	0.50	761.30	-13.01
20171110180008	0.50	761.30	-13.00
20171110180009	0.50	761.20	-13.00
20171110180010	0.50	761.20	-13.01
20171110180011	0.50	761.20	-13.01
20171110180012	0.50	761.20	-13.01
20171110180013	0.50	761.20	-13.01
20171110180014	0.60	761.20	-13.01
20171110180015	0.60	761.30	-13.01
20171110180016	0.60	761.30	-13.01
20171110180017	0.60	761.30	-13.01
20171110180018	0.60	761.20	-13.01
20171110180019	0.60	761.20	-13.00
20171110180020	0.60	761.30	-13.00
20171110180021	0.50	761.20	-13.00
20171110180022	0.50	761.20	-13.00
20171110180023	0.50	761.20	-13.00
20171110180024	0.50	761.20	-13.00
20171110180025	0.50	761.20	-13.00
20171110180026	0.60	761.20	-13.00
20171110180027	0.60	761.20	-13.00
20171110180028	0.60	761.10	-13.00
20171110180029	0.60	761.10	-13.00
20171110180030	0.50	761.10	-13.00
20171110180036	0.60	761.20	-13.00
20171110180037	0.60	761.20	-13.02
20171110180040	0.50	761.30	-13.02
20171110180041	0.60	761.30	-13.03
20171110180042	0.60	761.30	-13.03
20171110180044	0.60	761.20	-13.02
20171110180045	0.50	761.20	-13.02
20171110180046	0.50	761.30	-13.02
20171110180047	0.50	761.30	-13.02
20171110180048	0.50	761.20	-13.02
20171110180056	0.50	761.20	-13.02
20171110180057	0.60	761.20	-13.02
20171110180058	0.60	761.20	-13.02
20171110180107	0.60	761.30	-13.02
20171110180108	0.60	761.20	-13.02
20171110180109	0.60	761.20	-13.02
20171110180111	0.60	761.20	-13.02
20171110180112	0.60	761.20	-13.01
20171110180113	0.60	761.20	-13.01
20171110180115	0.60	761.30	-13.01
20171110180116	0.60	761.20	-13.02
20171110180117	0.60	761.20	-13.01
20171110180118	0.60	761.20	-13.01
20171110180119	0.60	761.20	-13.01
20171110180120	0.50	761.20	-13.01
20171110180121	0.50	761.20	-13.01
20171110180122	0.50	761.20	-13.01
20171110180145	0.60	761.20	-13.01
20171110180146	0.60	761.30	-13.01
20171110180147	0.60	761.30	-13.01
20171110180148	0.60	761.30	-13.01
20171110180149	0.60	761.30	-13.00
20171110180150	0.50	761.30	-13.00
20171110180151	0.60	761.30	-13.00
20171110180152	0.60	761.10	-13.00
20171110180153	0.50	761.10	-13.01
20171110180154	0.50	761.20	-13.01
20171110180155	0.60	761.20	-13.00
20171110180156	0.60	761.30	-13.00
20171110180157	0.60	761.20	-13.00
20171110180158	0.60	761.20	-13.00
20171110180159	0.60	761.20	-13.00
20171110180200	0.60	761.20	-13.00
20171110180201	0.60	761.20	-13.01
20171110180202	0.60	761.20	-13.00
20171110180203	0.60	761.20	-13.00
20171110180204	0.60	761.30	-13.00
20171110180205	0.60	761.30	-13.01
20171110180206	0.60	761.20	-13.01
20171110180207	0.60	761.20	-13.01
20171110180208	0.60	761.30	-13.01
20171110180209	0.60	761.20	-13.00
20171110180210	0.60	761.20	-13.01
20171110180211	0.60	761.20	-13.01
20171110180212	0.60	761.20	-13.01
20171110180213	0.60	761.30	-13.01
20171110180214	0.60	761.30	-13.00
20171110180215	0.60	761.20	-13.00
20171110180216	0.60	761.20	-13.00
20171110180217	0.60	761.20	-13.00
20171110180218	0.60	761.20	-13.00
20171110180219	0.60	761.30	-13.00
20171110180220	0.60	761.30	-13.01
20171110180221	0.60	761.20	-13.01
20171110180222	0.60	761.20	-13.01
20171110180223	0.60	761.20	-13.01
20171110180224	0.60	761.40	-13.01
20171110180225	0.60	761.40	-13.00
