20180517194753	0.00	0.00	0.00	0.00
20180517194754	0.00	0.00	0.00	0.00
20180517194755	0.00	0.00	0.00	0.00
20180517194756	0.00	0.00	0.00	0.00
20180517194757	0.00	0.00	0.00	0.00
20180517194758	0.00	0.00	0.00	0.00
20180517194759	0.00	0.00	0.00	0.00
20180517194800	0.00	0.00	0.00	0.00
20180517194801	4890.00	0.00	0.00	0.00
20180517194802	4890.00	0.00	0.00	0.00
20180517194803	4890.00	0.00	0.00	0.00
20180517194804	4890.00	0.00	0.00	0.00
20180517194805	4890.00	0.00	0.00	0.00
20180517194806	4890.00	0.00	0.00	0.00
20180517194807	4890.00	0.00	0.00	0.00
20180517194808	4890.00	0.00	0.00	0.00
20180517194809	4890.00	0.00	0.00	0.00
20180517194810	4900.00	0.00	0.00	0.00
20180517194811	4900.00	0.00	0.00	0.00
20180517194812	4900.00	0.00	0.00	0.00
20180517194813	4900.00	0.00	0.00	0.00
20180517194814	4890.00	0.00	0.00	0.00
20180517194815	4890.00	0.00	0.00	0.00
20180517194816	4890.00	0.00	0.00	0.00
