20180109153252	0.00	0.00	0.00	0.00
20180109153253	0.00	0.00	0.00	0.00
20180109153255	0.00	0.00	0.00	0.00
20180109153256	0.00	0.00	0.00	0.00
20180109153257	0.00	0.00	0.00	0.00
20180109153258	0.00	0.00	0.00	0.00
20180109153259	0.00	0.00	0.00	0.00
20180109153300	0.00	0.00	0.00	0.00
20180109153301	0.00	0.00	0.00	0.00
20180109153302	0.00	0.00	0.00	0.00
20180109153303	0.00	0.00	0.00	0.00
20180109153304	0.00	0.00	0.00	0.00
20180109153308	0.00	0.00	0.00	0.00
20180109153309	0.00	0.00	0.00	0.00
20180109153310	0.00	0.00	0.00	0.00
20180109153311	0.00	0.00	0.00	0.00
20180109153312	0.00	0.00	0.00	0.00
20180109153313	0.00	0.00	0.00	0.00
20180109153314	0.00	0.00	0.00	0.00
20180109153315	0.00	0.00	0.00	0.00
20180109153316	0.00	0.00	0.00	0.00
20180109153317	0.00	0.00	0.00	0.00
