20171110172136	0.60	760.40	-13.14
20171110172137	0.60	760.40	-13.14
20171110172141	0.60	760.40	-13.13
20171110172142	0.60	760.40	-13.13
20171110172143	0.60	760.60	-13.13
20171110172144	0.60	760.60	-13.13
20171110172145	0.60	760.60	-13.12
20171110172146	0.60	760.50	-13.12
20171110172147	0.60	760.50	-13.12
20171110172148	0.60	760.50	-13.12
20171110172149	0.60	760.50	-13.12
20171110172150	0.60	760.50	-13.12
20171110172151	0.60	760.60	-13.12
20171110172153	0.60	760.50	-13.12
20171110172154	0.60	760.50	-13.13
20171110172155	0.60	760.50	-13.13
20171110172206	0.60	760.60	-13.12
20171110172207	0.60	760.60	-13.12
20171110172208	0.60	760.50	-13.12
20171110172210	0.60	760.50	-13.13
20171110172211	0.60	760.50	-13.13
20171110172212	0.60	760.50	-13.12
20171110172214	0.60	760.60	-13.12
20171110172215	0.60	760.50	-13.12
20171110172216	0.60	760.60	-13.12
20171110172223	0.60	760.60	-13.13
20171110172224	0.60	760.50	-13.13
20171110172225	0.60	760.50	-13.12
20171110172226	0.60	760.50	-13.12
20171110172227	0.60	760.50	-13.13
20171110172228	0.60	760.50	-13.13
20171110172229	0.60	760.50	-13.12
20171110172230	0.60	760.60	-13.12
20171110172231	0.60	760.60	-13.12
20171110172232	0.60	760.60	-13.12
20171110172234	0.60	760.60	-13.12
20171110172235	0.60	760.60	-13.12
20171110172236	0.60	760.50	-13.12
20171110172237	0.60	760.50	-13.12
20171110172238	0.60	760.50	-13.12
20171110172239	0.50	760.60	-13.12
20171110172240	0.50	760.60	-13.12
20171110172241	0.60	760.60	-13.12
20171110172243	0.60	760.50	-13.12
20171110172244	0.60	760.50	-13.12
20171110172245	0.60	760.50	-13.12
20171110172249	0.60	760.50	-13.12
20171110172250	0.60	760.40	-13.11
20171110172251	0.60	760.40	-13.12
20171110172252	0.60	760.50	-13.12
20171110172253	0.60	760.50	-13.12
20171110172254	0.60	760.50	-13.12
20171110172255	0.60	760.50	-13.12
20171110172256	0.60	760.50	-13.11
20171110172257	0.60	760.50	-13.12
20171110172258	0.60	760.50	-13.12
20171110172259	0.60	760.50	-13.12
20171110172300	0.60	760.50	-13.12
20171110172302	0.60	760.50	-13.12
20171110172303	0.60	760.50	-13.13
20171110172304	0.60	760.50	-13.13
20171110172305	0.60	760.50	-13.12
20171110172306	0.60	760.50	-13.12
20171110172307	0.60	760.50	-13.12
20171110172308	0.60	760.60	-13.12
20171110172309	0.60	760.60	-13.12
20171110172310	0.60	760.50	-13.12
20171110172311	0.60	760.50	-13.12
20171110172312	0.60	760.50	-13.12
20171110172313	0.60	760.50	-13.12
20171110172314	0.60	760.50	-13.12
20171110172315	0.60	760.50	-13.12
20171110172316	0.60	760.50	-13.12
20171110172317	0.60	760.50	-13.12
20171110172318	0.60	760.50	-13.12
20171110172319	0.60	760.60	-13.12
20171110172320	0.60	760.60	-13.13
20171110172321	0.60	760.50	-13.13
20171110172322	0.60	760.50	-13.13
20171110172323	0.60	760.50	-13.13
20171110172324	0.60	760.50	-13.13
20171110172325	0.60	760.50	-13.13
20171110172329	0.60	760.50	-13.13
20171110172330	0.60	760.50	-13.13
20171110172331	0.60	760.50	-13.13
20171110172332	0.60	760.50	-13.13
20171110172333	0.60	760.50	-13.13
20171110172334	0.60	760.50	-13.13
20171110172335	0.60	760.50	-13.13
20171110172336	0.60	760.50	-13.13
20171110172337	0.60	760.60	-13.13
20171110172338	0.60	760.60	-13.13
20171110172339	0.60	760.60	-13.13
20171110172340	0.60	760.60	-13.13
20171110172343	0.60	760.50	-13.13
20171110172344	0.60	760.60	-13.13
20171110172347	0.60	760.50	-13.13
20171110172348	0.60	760.50	-13.12
20171110172349	0.60	760.50	-13.12
20171110172350	0.60	760.50	-13.13
20171110172351	0.60	760.50	-13.12
20171110172352	0.60	760.50	-13.12
20171110172353	0.60	760.50	-13.13
20171110172354	0.60	760.60	-13.13
20171110172356	0.60	760.60	-13.12
20171110172357	0.60	760.50	-13.12
20171110172358	0.60	760.50	-13.10
20171110172359	0.60	760.50	-13.10
20171110172400	0.60	760.50	-13.10
20171110172401	0.60	760.50	-13.10
20171110172402	0.70	760.60	-13.10
20171110172403	0.70	760.60	-13.11
20171110172404	0.60	760.50	-13.11
20171110172405	0.60	760.50	-13.11
20171110172406	0.60	760.50	-13.10
20171110172407	0.60	760.50	-13.10
20171110172408	0.60	760.60	-13.11
20171110172409	0.60	760.60	-13.10
20171110172410	0.60	760.60	-13.10
20171110172411	0.60	760.60	-13.10
20171110172412	0.60	760.60	-13.10
20171110172413	0.60	760.60	-13.11
20171110172414	0.60	760.50	-13.11
20171110172420	0.60	760.50	-13.10
20171110172421	0.60	760.50	-13.10
20171110172422	0.60	760.60	-13.10
