20171110161103	0.00	0.00	0.00
20171110161104	0.00	0.00	0.00
20171110161105	0.00	0.00	0.00
20171110161106	0.00	0.00	0.00
20171110161107	0.00	0.00	0.00
20171110161113	0.00	0.00	0.00
20171110161114	0.70	759.00	-13.36
20171110161115	0.70	759.00	-13.36
20171110161116	0.80	758.90	-13.36
20171110161121	0.80	758.90	-13.36
20171110161122	0.80	759.00	-13.36
20171110161123	0.80	759.00	-13.36
20171110161124	0.80	758.90	-13.36
20171110161125	0.80	758.90	-13.37
20171110161128	0.80	758.90	-13.37
20171110161129	0.80	758.90	-13.37
20171110161130	0.80	758.90	-13.37
20171110161131	0.80	758.90	-13.37
20171110161132	0.80	758.90	-13.37
20171110161133	0.80	759.00	-13.38
20171110161134	0.80	759.00	-13.37
20171110161135	0.60	759.00	-13.37
20171110161136	0.60	758.90	-13.37
20171110161137	0.80	758.90	-13.38
20171110161138	0.80	758.90	-13.38
20171110161139	0.70	758.90	-13.38
