20171110183715	3.90	763.30	-14.40
20171110183716	3.90	763.30	-14.40
20171110183718	3.90	763.30	-14.40
20171110183719	3.90	763.30	-14.40
20171110183720	3.90	763.20	-14.40
20171110183721	3.90	763.20	-15.07
20171110183722	3.70	763.10	-15.07
20171110183723	3.70	763.10	-15.05
20171110183724	3.60	763.10	-15.05
20171110183725	3.60	763.10	-15.02
20171110183726	3.60	763.10	-15.02
20171110183727	3.70	763.10	-15.00
20171110183728	3.70	763.10	-15.00
20171110183729	3.60	763.10	-14.98
20171110183730	3.60	763.10	-14.98
20171110183731	3.60	763.10	-14.96
20171110183732	3.60	763.10	-14.96
20171110183733	3.40	763.10	-14.94
20171110183734	3.40	763.10	-14.94
20171110183735	3.40	763.10	-14.92
20171110183736	3.40	763.10	-14.92
20171110183737	3.40	763.10	-14.89
20171110183738	3.40	763.10	-14.87
20171110183739	3.40	763.10	-14.87
20171110183740	3.40	763.10	-14.87
20171110183741	3.40	763.10	-14.83
20171110183743	3.40	763.10	-14.83
20171110183744	3.40	763.10	-14.79
20171110183745	3.40	763.10	-14.79
20171110183746	3.40	763.10	-14.77
20171110183747	3.40	763.10	-14.77
20171110183748	3.50	763.00	-14.75
20171110183750	3.50	763.00	-14.73
20171110183751	3.40	763.10	-14.73
20171110183752	3.40	763.10	-14.71
20171110183753	3.20	763.00	-14.71
20171110183754	3.20	763.00	-14.69
20171110183755	3.20	763.10	-14.69
20171110183756	3.20	763.10	-14.66
20171110183757	3.20	763.10	-14.66
20171110183758	3.30	763.10	-14.64
20171110183759	3.30	763.10	-14.64
20171110183800	3.30	763.10	-14.61
20171110183801	3.20	763.10	-14.61
20171110183802	3.20	763.00	-14.58
20171110183803	3.30	763.00	-14.58
20171110183804	3.30	763.00	-14.57
20171110183805	3.30	763.10	-14.57
